Utility ID,Plant Code,Generator ID,Technology,Prime Mover,Ownership,Duct Burners,Can Bypass Heat Recovery Steam Generator?,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Minimum Load (MW),Uprate or Derate Completed During Year,Status,Synchronized to Transmission Grid,Planned Retirement Month,Planned Retirement Year,Associated with Combined Heat and Power System,Topping or Bottoming,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Startup Source 1,Startup Source 2,Startup Source 3,Startup Source 4,Time from Cold Shutdown to Full Load
195,2,1,Conventional Hydroelectric,HY,S,X,X,53.90,0.92,56.00,52.00,52.00,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,3,1,Natural Gas Steam Turbine,ST,S,X,X,153.10,0.85,55.00,55.00,55.00,N,OP,X,12,2019,N,X,NG,,,,,,NG,,,,OVER
195,3,2,Natural Gas Steam Turbine,ST,S,X,X,153.10,0.85,55.00,55.00,55.00,N,OP,X,12,2019,N,X,NG,,,,,,NG,,,,OVER
195,3,4,Conventional Steam Coal,ST,S,X,X,403.70,0.85,362.00,362.00,200.00,N,OP,X,,,N,X,BIT,,,,,,NG,,,,OVER
195,3,5,Conventional Steam Coal,ST,S,X,X,788.80,0.85,726.50,726.50,465.00,N,OP,X,,,N,X,BIT,,,,,,NG,,,,OVER
195,3,A1CT,Natural Gas Fired Combined Cycle,CT,S,X,N,170.10,0.85,154.00,170.00,104.00,N,OP,X,,,N,X,NG,,,,,,,,,,12H
195,3,A1CT2,Natural Gas Fired Combined Cycle,CT,S,X,N,170.10,0.85,154.00,170.00,104.00,N,OP,X,,,N,X,NG,,,,,,,,,,12H
195,3,A1ST,Natural Gas Fired Combined Cycle,CA,S,Y,X,195.20,0.85,173.00,192.00,141.00,N,OP,X,,,N,X,NG,,,,,,,,,,12H
195,3,A2C1,Natural Gas Fired Combined Cycle,CT,S,X,N,170.10,0.85,154.00,170.00,79.00,N,OP,X,,,N,X,NG,,,,,,,,,,12H
195,3,A2C2,Natural Gas Fired Combined Cycle,CT,S,X,N,170.10,0.85,154.00,170.00,87.00,N,OP,X,,,N,X,NG,,,,,,,,,,12H
195,3,A2ST,Natural Gas Fired Combined Cycle,CA,S,Y,X,195.20,0.85,173.00,192.00,131.00,N,OP,X,,,N,X,NG,,,,,,,,,,12H
195,4,1,Conventional Hydroelectric,HY,S,X,X,75.00,0.86,75.30,76.00,75.00,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,4,2,Conventional Hydroelectric,HY,S,X,X,75.00,0.86,75.30,76.00,75.00,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,4,3,Conventional Hydroelectric,HY,S,X,X,75.00,0.86,75.30,76.00,75.00,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,7,1,Natural Gas Steam Turbine,ST,S,X,X,69.00,0.85,64.00,64.00,28.00,N,OP,X,12,2019,Y,B,NG,BIT,WDS,,,,NG,,,,OVER
195,7,2,Natural Gas Steam Turbine,ST,S,X,X,69.00,0.85,66.00,66.00,28.00,N,OP,X,12,2019,Y,B,NG,BIT,WDS,,,,NG,,,,OVER
195,8,10,Conventional Steam Coal,ST,S,X,X,788.80,0.85,703.00,703.00,600.00,N,OP,X,,,N,X,BIT,,,,,,DFO,,,,OVER
195,8,8,Conventional Steam Coal,ST,S,X,X,187.50,0.85,161.00,161.00,90.00,N,OP,X,,,N,X,BIT,,,,,,DFO,,,,OVER
195,8,9,Conventional Steam Coal,ST,S,X,X,190.40,0.85,170.00,170.00,90.00,N,OP,X,,,N,X,BIT,,,,,,DFO,,,,OVER
5701,9,1,Natural Gas Fired Combustion Turbine,GT,S,X,X,80.50,0.90,62.00,62.00,4.00,N,OP,X,,,N,X,NG,DFO,,,,,,,,,10M
195,10,1,Conventional Steam Coal,ST,J,X,X,299.20,0.85,254.00,254.00,110.00,N,OP,X,,,N,X,BIT,NG,SUB,,,,NG,,,,12H
195,10,2,Conventional Steam Coal,ST,J,X,X,269.20,0.85,243.00,243.00,110.00,N,OP,X,,,N,X,BIT,NG,SUB,,,,NG,,,,12H
195,10,GT10,Natural Gas Fired Combustion Turbine,GT,S,X,X,80.00,0.85,85.00,101.00,66.00,N,OP,X,,,N,X,NG,DFO,,,,,,,,,1H
195,10,GT2,Natural Gas Fired Combustion Turbine,GT,S,X,X,80.00,0.85,84.00,100.00,66.00,N,OP,X,,,N,X,NG,DFO,,,,,,,,,1H
195,10,GT3,Natural Gas Fired Combustion Turbine,GT,S,X,X,80.00,0.85,82.00,98.00,66.00,N,OP,X,,,N,X,NG,DFO,,,,,,,,,1H
195,10,GT4,Natural Gas Fired Combustion Turbine,GT,S,X,X,80.00,0.85,81.00,97.00,66.00,N,OP,X,,,N,X,NG,DFO,,,,,,,,,1H
195,10,GT5,Natural Gas Fired Combustion Turbine,GT,S,X,X,80.00,0.85,82.00,98.00,66.00,N,OP,X,,,N,X,NG,DFO,,,,,,,,,1H
195,10,GT6,Natural Gas Fired Combustion Turbine,GT,S,X,X,80.00,0.85,81.00,97.00,66.00,N,OP,X,,,N,X,NG,DFO,,,,,,,,,1H
195,10,GT7,Natural Gas Fired Combustion Turbine,GT,S,X,X,80.00,0.85,80.00,96.00,66.00,N,OP,X,,,N,X,NG,DFO,,,,,,,,,1H
195,10,GT8,Natural Gas Fired Combustion Turbine,GT,S,X,X,80.00,0.85,83.00,99.00,66.00,N,OP,X,,,N,X,NG,DFO,,,,,,,,,1H
195,10,GT9,Natural Gas Fired Combustion Turbine,GT,S,X,X,80.00,0.85,82.00,98.00,66.00,N,OP,X,,,N,X,NG,DFO,,,,,,,,,1H
195,11,1,Conventional Hydroelectric,HY,S,X,X,24.30,0.90,23.30,22.30,22.30,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,11,2,Conventional Hydroelectric,HY,S,X,X,24.30,0.90,23.30,22.30,22.30,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,11,3,Conventional Hydroelectric,HY,S,X,X,24.30,0.90,23.40,22.40,22.40,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,12,1,Conventional Hydroelectric,HY,S,X,X,46.90,0.89,45.00,45.00,45.00,N,OP,X,,2045,N,X,WAT,,,,,,,,,,1H
195,13,1,Conventional Hydroelectric,HY,S,X,X,25.00,0.86,25.00,25.00,25.00,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,13,2,Conventional Hydroelectric,HY,S,X,X,25.00,0.86,25.00,25.00,25.00,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,13,3,Conventional Hydroelectric,HY,S,X,X,25.00,0.86,25.00,25.00,25.00,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,13,4,Conventional Hydroelectric,HY,S,X,X,25.00,0.86,25.00,25.00,25.00,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,14,1,Conventional Hydroelectric,HY,S,X,X,42.70,0.90,45.00,41.60,41.60,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,14,2,Conventional Hydroelectric,HY,S,X,X,42.70,0.90,45.00,41.60,41.60,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,14,3,Conventional Hydroelectric,HY,S,X,X,42.70,0.90,45.00,41.80,41.80,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,15,1,Conventional Hydroelectric,HY,S,X,X,29.50,0.90,29.80,30.00,29.00,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,15,2,Conventional Hydroelectric,HY,S,X,X,29.50,0.90,29.80,30.00,29.00,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,15,3,Conventional Hydroelectric,HY,S,X,X,29.50,0.90,29.80,30.00,29.00,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,15,4,Conventional Hydroelectric,HY,S,X,X,29.50,0.90,29.80,30.00,29.00,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,15,5,Conventional Hydroelectric,HY,S,X,X,29.50,0.90,29.80,30.00,29.00,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,15,6,Conventional Hydroelectric,HY,S,X,X,29.50,0.90,29.80,30.00,29.00,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,16,1,Conventional Hydroelectric,HY,S,X,X,50.20,0.95,46.50,40.80,40.80,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,16,2,Conventional Hydroelectric,HY,S,X,X,50.20,0.95,46.50,40.80,40.80,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,16,3,Conventional Hydroelectric,HY,S,X,X,50.20,0.95,46.50,40.80,40.80,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,16,4,Conventional Hydroelectric,HY,S,X,X,60.00,0.95,46.50,40.80,40.80,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,17,4,Conventional Hydroelectric,HY,S,X,X,20.00,0.80,19.50,19.50,19.50,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,17,5,Conventional Hydroelectric,HY,S,X,X,50.00,0.80,48.80,49.20,48.80,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,17,6,Conventional Hydroelectric,HY,S,X,X,50.00,0.80,48.80,49.20,48.80,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,17,7,Conventional Hydroelectric,HY,S,X,X,50.00,0.80,48.80,49.20,48.80,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,18,1,Conventional Hydroelectric,HY,S,X,X,90.50,0.90,90.00,83.00,83.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
195,18,2,Conventional Hydroelectric,HY,S,X,X,90.50,0.90,90.00,83.00,83.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
195,19,1,Conventional Hydroelectric,HY,S,X,X,40.50,0.95,34.00,34.00,34.00,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,19,2,Conventional Hydroelectric,HY,S,X,X,40.50,0.95,34.00,34.00,34.00,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,19,3,Conventional Hydroelectric,HY,S,X,X,10.00,0.80,10.00,10.00,10.00,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,20,1,Conventional Hydroelectric,HY,S,X,X,29.20,0.90,24.70,22.30,22.30,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,20,2,Conventional Hydroelectric,HY,S,X,X,29.20,0.90,24.70,22.30,22.30,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,20,3,Conventional Hydroelectric,HY,S,X,X,29.20,0.90,24.70,22.30,22.30,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,21,1,Conventional Hydroelectric,HY,S,X,X,25.50,0.90,23.50,24.00,23.50,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,21,2,Conventional Hydroelectric,HY,S,X,X,25.00,0.90,23.50,24.00,23.50,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
195,26,1,Conventional Steam Coal,ST,J,X,X,272.00,0.85,254.00,254.00,70.00,N,OP,X,,,N,X,BIT,DFO,NG,,,,DFO,,,,OVER
195,26,2,Conventional Steam Coal,ST,J,X,X,272.00,0.85,256.00,256.00,70.00,N,OP,X,,,N,X,BIT,DFO,NG,,,,DFO,,,,OVER
195,26,3,Conventional Steam Coal,ST,J,X,X,272.00,0.85,254.00,254.00,70.00,N,OP,X,,,N,X,BIT,DFO,NG,,,,DFO,,,,OVER
195,26,5,Conventional Steam Coal,ST,S,X,X,952.00,0.85,842.00,842.00,700.00,N,OP,X,,,N,X,BIT,NG,,,,,DFO,,,,OVER
195,26,GT4,Petroleum Liquids,GT,J,X,X,21.20,0.85,16.00,20.00,16.00,N,OP,X,,,N,X,DFO,,,,,,,,,,1H
195,26,ST4,Natural Gas Steam Turbine,ST,J,X,X,244.80,0.85,256.00,256.00,70.00,N,OP,X,,,N,X,NG,BIT,,,,,DFO,,,,OVER
29305,30,1,Natural Gas Internal Combustion Engine,IC,S,X,X,3.10,0.80,3.10,3.10,1.50,N,OP,X,,,N,X,NG,DFO,,,,,,,,,1H
29305,30,2,Natural Gas Internal Combustion Engine,IC,S,X,X,2.00,0.80,1.50,2.00,0.80,N,OP,X,,,N,X,NG,DFO,,,,,,,,,1H
29305,30,3,Natural Gas Internal Combustion Engine,IC,S,X,X,1.10,0.80,0.90,1.00,0.50,N,OP,X,,,N,X,NG,DFO,,,,,,,,,1H
29305,30,4,Natural Gas Internal Combustion Engine,IC,S,X,X,4.30,0.80,3.70,4.00,1.70,N,OP,X,,,N,X,NG,DFO,,,,,,,,,1H
29305,30,5,Natural Gas Internal Combustion Engine,IC,S,X,X,1.30,0.80,1.10,1.20,0.60,N,OP,X,,,N,X,NG,DFO,,,,,,,,,1H
13402,34,1P,Conventional Hydroelectric,HY,S,X,X,12.10,0.99,12.10,12.10,0.50,N,OP,X,,,N,X,WAT,,,,,,,,,,12H
27813,38,1,Conventional Hydroelectric,HY,S,X,X,33.70,0.95,30.00,30.00,24.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
27813,38,2,Conventional Hydroelectric,HY,S,X,X,33.70,0.95,30.00,30.00,24.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
27813,38,3,Conventional Hydroelectric,HY,S,X,X,33.70,0.95,30.00,30.00,24.00,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
18642,46,1,Nuclear,ST,S,X,X,1152.00,0.95,1100.80,1131.70,1100.80,N,OP,X,,,N,X,NUC,,,,,,,,,,OVER
18642,46,2,Nuclear,ST,S,X,X,1152.00,0.93,1103.70,1135.20,1103.00,N,OP,X,,,N,X,NUC,,,,,,,,,,OVER
18642,46,3,Nuclear,ST,S,X,X,1190.00,0.93,1104.90,1134.20,1104.90,N,OP,X,,,N,X,NUC,,,,,,,,,,OVER
18642,47,1,Conventional Steam Coal,ST,S,X,X,200.00,0.90,178.00,182.00,56.00,N,OP,X,4,2016,N,X,BIT,DFO,,,,,DFO,,,,OVER
18642,47,2,Conventional Steam Coal,ST,S,X,X,200.00,0.90,178.00,182.00,56.00,N,OP,X,4,2016,N,X,BIT,DFO,,,,,DFO,,,,OVER
18642,47,3,Conventional Steam Coal,ST,S,X,X,200.00,0.90,178.00,182.00,56.00,N,OP,X,4,2016,N,X,BIT,DFO,,,,,DFO,,,,OVER
18642,47,4,Conventional Steam Coal,ST,S,X,X,200.00,0.90,178.00,182.00,56.00,N,OP,X,4,2016,N,X,BIT,DFO,,,,,DFO,,,,OVER
18642,47,5,Conventional Steam Coal,ST,S,X,X,550.00,0.90,472.00,481.00,327.00,N,OP,X,4,2016,N,X,BIT,,,,,,DFO,,,,OVER
18642,47,GT1,Natural Gas Fired Combustion Turbine,GT,S,X,X,59.50,0.90,45.40,60.80,10.00,N,OP,X,,,N,X,NG,DFO,,,,,,,,,10M
18642,47,GT2,Natural Gas Fired Combustion Turbine,GT,S,X,X,59.50,0.90,45.40,60.80,10.00,N,OP,X,,,N,X,NG,DFO,,,,,,,,,10M
18642,47,GT3,Natural Gas Fired Combustion Turbine,GT,S,X,X,59.50,0.90,45.40,60.80,10.00,N,OP,X,,,N,X,NG,DFO,,,,,,,,,10M
18642,47,GT4,Natural Gas Fired Combustion Turbine,GT,S,X,X,59.50,0.90,45.40,60.80,10.00,N,OP,X,,,N,X,NG,DFO,,,,,,,,,10M
18642,47,GT5,Natural Gas Fired Combustion Turbine,GT,S,X,X,59.50,0.90,45.40,60.80,10.00,N,OP,X,,,N,X,NG,DFO,,,,,,,,,10M
18642,47,GT6,Natural Gas Fired Combustion Turbine,GT,S,X,X,59.50,0.90,45.40,60.80,10.00,N,OP,X,,,N,X,NG,DFO,,,,,,,,,10M
18642,47,GT7,Natural Gas Fired Combustion Turbine,GT,S,X,X,59.50,0.90,45.40,60.80,10.00,N,OP,X,,,N,X,NG,DFO,,,,,,,,,10M
18642,47,GT8,Natural Gas Fired Combustion Turbine,GT,S,X,X,59.50,0.90,45.40,60.80,10.00,N,OP,X,,,N,X,NG,DFO,,,,,,,,,10M
18642,48,1,Conventional Hydroelectric,HY,S,X,X,28.80,0.90,31.00,31.40,9.70,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
18642,48,2,Conventional Hydroelectric,HY,S,X,X,28.80,0.90,30.60,31.10,12.90,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
18642,48,3,Conventional Hydroelectric,HY,S,X,X,28.80,0.90,29.80,30.30,9.70,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
18642,48,4,Conventional Hydroelectric,HY,S,X,X,28.80,0.90,31.30,31.70,14.60,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
18642,49,1,Conventional Hydroelectric,HY,S,X,X,35.10,0.90,34.10,35.60,23.50,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
18642,49,10,Conventional Hydroelectric,HY,S,X,X,36.00,0.90,41.90,38.30,27.20,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
18642,49,11,Conventional Hydroelectric,HY,S,X,X,43.60,0.90,41.90,38.20,27.90,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
18642,49,2,Conventional Hydroelectric,HY,S,X,X,35.10,0.90,33.20,30.10,27.60,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
18642,49,3,Conventional Hydroelectric,HY,S,X,X,35.10,0.90,33.60,30.40,23.00,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
18642,49,4,Conventional Hydroelectric,HY,S,X,X,35.10,0.90,33.40,30.20,25.40,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
18642,49,5,Conventional Hydroelectric,HY,S,X,X,35.10,0.90,34.70,31.40,23.30,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
18642,49,6,Conventional Hydroelectric,HY,S,X,X,35.10,0.90,34.60,31.30,23.40,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
18642,49,7,Conventional Hydroelectric,HY,S,X,X,35.10,0.90,34.40,31.10,25.00,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
18642,49,8,Conventional Hydroelectric,HY,S,X,X,35.10,0.90,34.50,31.20,23.40,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
18642,49,9,Conventional Hydroelectric,HY,S,X,X,43.60,0.90,41.90,38.20,28.00,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
3265,51,1,Conventional Steam Coal,ST,J,X,X,720.70,0.93,641.00,,244.00,N,OP,X,,,N,X,LIG,,,,,,NG,PG,,,OVER
189,53,3,Conventional Hydroelectric,HY,S,X,X,1.20,0.80,1.00,1.00,0.10,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
189,53,4,Conventional Hydroelectric,HY,S,X,X,1.80,0.80,1.80,1.80,0.10,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
5580,54,GT1,Natural Gas Fired Combustion Turbine,GT,S,X,X,149.00,0.90,104.00,142.00,3.00,N,OP,X,,,N,X,NG,DFO,,,,,,,,,1H
5580,54,GT10,Natural Gas Fired Combustion Turbine,GT,S,X,X,98.00,0.85,88.00,107.00,30.00,N,OP,X,,,N,X,NG,,,,,,,,,,1H
5580,54,GT2,Natural Gas Fired Combustion Turbine,GT,S,X,X,149.00,0.90,104.00,142.00,3.00,N,OP,X,,,N,X,NG,DFO,,,,,,,,,1H
5580,54,GT3,Natural Gas Fired Combustion Turbine,GT,S,X,X,149.00,0.90,104.00,142.00,3.00,N,OP,X,,,N,X,NG,DFO,,,,,,,,,1H
5580,54,GT4,Natural Gas Fired Combustion Turbine,GT,S,X,X,108.00,0.90,74.00,98.00,55.00,N,OP,X,,,N,X,NG,DFO,,,,,,,,,1H
5580,54,GT5,Natural Gas Fired Combustion Turbine,GT,S,X,X,108.00,0.90,74.00,98.00,55.00,N,OP,X,,,N,X,NG,DFO,,,,,,,,,1H
5580,54,GT6,Natural Gas Fired Combustion Turbine,GT,S,X,X,98.00,0.90,74.00,98.00,55.00,N,OP,X,,,N,X,NG,DFO,,,,,,,,,1H
5580,54,GT7,Natural Gas Fired Combustion Turbine,GT,S,X,X,98.00,0.90,74.00,98.00,55.00,N,OP,X,,,N,X,NG,DFO,,,,,,,,,1H
5580,54,GT9,Natural Gas Fired Combustion Turbine,GT,S,X,X,98.00,0.85,88.00,107.00,0.00,N,OP,X,,,N,X,NG,,,,,,,,,,1H
189,55,1,Conventional Hydroelectric,HY,S,X,X,1.60,0.80,1.80,1.80,0.10,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
189,55,2,Conventional Hydroelectric,HY,S,X,X,1.60,0.80,1.80,1.80,0.10,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
189,55,3,Conventional Hydroelectric,HY,S,X,X,2.00,0.80,1.80,1.80,0.10,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
189,56,1,Conventional Steam Coal,ST,S,X,X,66.00,0.90,80.00,80.00,40.00,N,OP,X,,,N,X,BIT,,,,,,DFO,,,,OVER
189,56,2,Conventional Steam Coal,ST,S,X,X,236.00,0.90,238.00,238.00,140.00,N,OP,X,,,N,X,BIT,,,,,,DFO,,,,OVER
189,56,3,Conventional Steam Coal,ST,S,X,X,236.00,0.90,238.00,238.00,140.00,N,OP,X,,,N,X,BIT,,,,,,DFO,,,,OVER
40606,59,1,Conventional Steam Coal,ST,S,X,X,109.80,0.90,100.00,100.00,40.00,N,OP,X,,,N,X,SUB,,,,,,DFO,,,,OVER
8245,60,1,Conventional Steam Coal,ST,S,X,X,76.30,0.90,77.00,77.00,38.00,N,OP,X,,,N,X,SUB,,,,,,DFO,,,,12H
8245,60,2,Conventional Steam Coal,ST,J,X,X,248.00,0.85,232.00,232.00,125.00,N,OP,X,,,N,X,SUB,,,,,,DFO,,,,12H
213,62,5,Conventional Hydroelectric,HY,S,X,X,1.80,0.80,1.80,1.80,0.10,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
213,62,6,Conventional Hydroelectric,HY,S,X,X,2.20,0.80,1.80,1.80,0.10,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
213,63,1,Conventional Hydroelectric,HY,S,X,X,0.80,0.80,0.80,0.80,0.10,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
213,63,2,Conventional Hydroelectric,HY,S,X,X,0.40,0.80,0.40,0.40,0.10,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
213,63,3,Conventional Hydroelectric,HY,S,X,X,0.40,0.80,0.40,0.40,0.10,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
213,63,IC1,Petroleum Liquids,IC,S,X,X,1.20,0.80,1.20,1.20,0.30,N,SB,Y,,,N,X,DFO,,,,,,,,,,1H
213,63,IC2,Petroleum Liquids,IC,S,X,X,1.20,0.80,1.20,1.20,0.30,N,SB,Y,,,N,X,DFO,,,,,,,,,,1H
213,63,IC3,Petroleum Liquids,IC,S,X,X,1.10,0.80,1.10,1.10,0.30,N,SB,Y,,,N,X,DFO,,,,,,,,,,1H
213,63,IC4,Petroleum Liquids,IC,S,X,X,3.50,0.80,3.50,3.50,2.00,N,SB,Y,,,N,X,DFO,,,,,,,,,,1H
213,63,IC5,Petroleum Liquids,IC,S,X,X,1.10,0.80,1.10,1.10,0.30,N,SB,Y,,,N,X,DFO,,,,,,,,,,1H
213,64,1,Petroleum Liquids,IC,S,X,X,2.50,0.80,2.50,2.50,0.50,N,SB,Y,,,N,X,DFO,,,,,,,,,,10M
213,64,2,Petroleum Liquids,IC,S,X,X,2.60,0.80,2.50,2.50,0.50,N,SB,Y,,,N,X,DFO,,,,,,,,,,10M
213,64,3,Petroleum Liquids,IC,S,X,X,2.60,0.80,2.50,2.50,0.50,N,SB,Y,,,N,X,DFO,,,,,,,,,,10M
213,64,5,Petroleum Liquids,GT,S,X,X,18.60,0.85,17.50,17.50,4.00,N,SB,Y,,,N,X,DFO,,,,,,,,,,1H
213,64,6,Petroleum Liquids,GT,S,X,X,18.60,0.85,17.50,17.50,4.00,N,SB,Y,,,N,X,DFO,,,,,,,,,,1H
213,64,7,Petroleum Liquids,IC,S,X,X,2.80,0.80,2.50,2.50,0.50,N,SB,Y,,,N,X,DFO,,,,,,,,,,10M
213,64,IC10,Petroleum Liquids,IC,S,X,X,2.80,0.80,2.50,2.50,0.50,N,SB,Y,,,N,X,DFO,,,,,,,,,,10M
213,64,IC11,Petroleum Liquids,IC,S,X,X,2.80,0.80,2.50,2.50,0.50,N,SB,Y,,,N,X,DFO,,,,,,,,,,10M
213,64,IC12,Petroleum Liquids,IC,S,X,X,2.80,0.80,2.50,2.50,0.50,N,SB,Y,,,N,X,DFO,,,,,,,,,,10M
213,64,IC8,Petroleum Liquids,IC,S,X,X,2.80,0.80,2.50,2.50,0.50,N,SB,Y,,,N,X,DFO,,,,,,,,,,10M
213,64,IC9,Petroleum Liquids,IC,S,X,X,2.80,0.80,2.50,2.50,0.50,N,SB,Y,,,N,X,DFO,,,,,,,,,,10M
213,65,HY7,Conventional Hydroelectric,HY,S,X,X,8.50,0.80,5.20,5.20,0.50,N,OP,X,,,N,X,WAT,,,,,,,,,,10M
219,66,1,Conventional Hydroelectric,HY,S,X,X,0.40,0.80,0.40,0.40,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
219,66,2,Conventional Hydroelectric,HY,S,X,X,0.10,0.80,0.10,0.10,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
219,66,3,Conventional Hydroelectric,HY,S,X,X,0.30,0.80,0.30,0.30,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
219,66,4,Conventional Hydroelectric,HY,S,X,X,0.20,0.80,0.20,0.20,0.00,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
219,66,6A,Petroleum Liquids,IC,S,X,X,0.80,0.80,0.80,0.80,0.30,N,OP,X,,,N,X,DFO,,,,,,,,,,10M
219,66,7A,Petroleum Liquids,IC,S,X,X,1.10,0.80,1.10,1.10,0.50,N,OP,X,,,N,X,DFO,,,,,,,,,,10M
219,66,8A,Petroleum Liquids,IC,S,X,X,0.50,0.80,0.50,0.50,0.20,N,OP,X,,,N,X,DFO,,,,,,,,,,10M
219,66,9,Petroleum Liquids,IC,S,X,X,1.00,0.80,1.00,1.00,0.40,N,OP,X,,,N,X,DFO,,,,,,,,,,10M
219,69,10,Petroleum Liquids,IC,S,X,X,1.20,0.80,1.20,1.20,0.50,N,OP,X,,,N,X,DFO,,,,,,,,,,10M
219,69,5,Petroleum Liquids,IC,S,X,X,0.60,0.80,0.60,0.60,0.20,N,OP,X,,,N,X,DFO,,,,,,,,,,10M
219,69,7A,Petroleum Liquids,IC,S,X,X,2.80,0.80,2.80,2.80,1.10,N,OP,X,,,N,X,DFO,,,,,,,,,,10M
219,69,IC8A,Petroleum Liquids,IC,S,X,X,1.60,0.80,1.60,1.60,0.60,N,OP,X,,,N,X,DFO,,,,,,,,,,10M
10210,70,1,Conventional Hydroelectric,HY,W,X,X,11.20,0.90,11.20,11.20,1.00,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
10210,70,2,Conventional Hydroelectric,HY,W,X,X,11.20,0.90,11.20,11.20,1.00,N,OP,X,,,N,X,WAT,,,,,,,,,,1H
10433,71,1,Conventional Hydroelectric,HY,S,X,X,11.20,0.90,11.20,11.20,0.30,N,OP,X,,,N,X,WAT,,,,,,,,,,12H
10433,71,2,Conventional Hydroelectric,HY,S,X,X,11.20,0.90,11.20,11.20,0.30,N,OP,X,,,N,X,WAT,,,,,,,,,,12H
10433,71,3,Conventional Hydroelectric,HY,S,X,X,11.20,0.90,11.20,11.20,0.30,N,OP,X,,,N,X,WAT,,,,,,,,,,12H
